orig_food_common_name,name,orig_content,orig_unit,cas_number
morningstar farms chik'n nuggets,Sodium,702.0,mg/100g,[Na]
morningstar farms chik'n nuggets,Sugars,2200.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms chik'n nuggets,Thiamine,0.4,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms chik'n nuggets,Zinc,0.8,mg/100g,[Zn]
morningstar farms corn dogs,Calcium,17.0,mg/100g,[Ca++]
morningstar farms corn dogs,Cholesterol,0.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms corn dogs,Copper,0.1,mg/100g,[Cu]
morningstar farms corn dogs,Iron,1.3,mg/100g,[Fe]
morningstar farms corn dogs,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms corn dogs,Manganese,0.3,mg/100g,[Mn]
morningstar farms corn dogs,Phosphorus,115.0,mg/100g,P
morningstar farms corn dogs,Potassium,106.0,mg/100g,[K+]
morningstar farms corn dogs,Retinol,0.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms corn dogs,Sodium,666.0,mg/100g,[Na]
morningstar farms corn dogs,Sugars,11000.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms corn dogs,Vitamin D,0.0,mg/100g,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C
morningstar farms corn dogs,Vitamin D3,0.0,mg/100g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
morningstar farms corn dogs,Zinc,0.7,mg/100g,[Zn]
morningstar farms entree chili,Calcium,43.0,mg/100g,[Ca++]
morningstar farms entree chili,Cyanocobalamin,0.0002,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms entree chili,Folic acid,0.015,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
morningstar farms entree chili,Iron,1.8,mg/100g,[Fe]
morningstar farms entree chili,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms entree chili,Nicotinic acid,1.0,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms entree chili,Phosphorus,53.0,mg/100g,P
morningstar farms entree chili,Potassium,335.0,mg/100g,[K+]
morningstar farms entree chili,Pyridoxine,0.11,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms entree chili,Retinol,0.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms entree chili,Riboflavine,0.04,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms entree chili,Sodium,194.0,mg/100g,[Na]
morningstar farms entree chili,Sugars,1400.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms entree chili,Thiamine,0.08,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms entree chili,Vitamin D,0.0,IU,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C
morningstar farms entree chili,Vitamin D3,0.0,mg/100g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
morningstar farms entree chili,Zinc,0.2,mg/100g,[Zn]
morningstar farms entree chili,alpha-Tocopherol,0.0,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
morningstar farms garden veggie patties,Calcium,59.0,mg/100g,[Ca++]
morningstar farms garden veggie patties,Cholesterol,2.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms garden veggie patties,Iron,2.2,mg/100g,[Fe]
morningstar farms garden veggie patties,L-Ascorbic acid,1.1,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms garden veggie patties,Nicotinic acid,1.4,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms garden veggie patties,Phosphorus,164.0,mg/100g,P
morningstar farms garden veggie patties,Potassium,210.0,mg/100g,[K+]
morningstar farms garden veggie patties,Pyridoxine,0.9,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms garden veggie patties,Retinol,196.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms garden veggie patties,Riboflavine,0.3,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms garden veggie patties,Sodium,525.0,mg/100g,[Na]
morningstar farms garden veggie patties,Sugars,1800.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms garden veggie patties,Thiamine,11.2,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms garden veggie patties,Zinc,1.0,mg/100g,[Zn]
morningstar farms grillers burger style recipe crumbles,Calcium,33.0,mg/100g,[Ca++]
morningstar farms grillers burger style recipe crumbles,Cholesterol,0.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms grillers burger style recipe crumbles,Cyanocobalamin,0.0083,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms grillers burger style recipe crumbles,Folic acid,0.0,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
morningstar farms grillers burger style recipe crumbles,Iron,5.2,mg/100g,[Fe]
morningstar farms grillers burger style recipe crumbles,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms grillers burger style recipe crumbles,Nicotinic acid,11.6,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms grillers burger style recipe crumbles,Phosphorus,201.0,mg/100g,P
morningstar farms grillers burger style recipe crumbles,Potassium,189.0,mg/100g,[K+]
morningstar farms grillers burger style recipe crumbles,Pyridoxine,0.8,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms grillers burger style recipe crumbles,Retinol,0.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms grillers burger style recipe crumbles,Riboflavine,0.19,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms grillers burger style recipe crumbles,Sodium,427.0,mg/100g,[Na]
morningstar farms grillers burger style recipe crumbles,Sugars,1100.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms grillers burger style recipe crumbles,Thiamine,1.23,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms grillers burger style recipe crumbles,Zinc,1.1,mg/100g,[Zn]
morningstar farms grillers original,Calcium,61.0,mg/100g,[Ca++]
morningstar farms grillers original,Cholesterol,3.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms grillers original,Cyanocobalamin,0.0045,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms grillers original,Iron,4.2,mg/100g,[Fe]
morningstar farms grillers original,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms grillers original,Nicotinic acid,6.4,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms grillers original,Phosphorus,185.0,mg/100g,P
morningstar farms grillers original,Potassium,182.0,mg/100g,[K+]
morningstar farms grillers original,Pyridoxine,0.6,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms grillers original,Retinol,0.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms grillers original,Riboflavine,0.34,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms grillers original,Sodium,422.0,mg/100g,[Na]
morningstar farms grillers original,Sugars,1200.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms grillers original,Thiamine,2.8,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms grillers original,Zinc,1.2,mg/100g,[Zn]
morningstar farms grillers prime,Calcium,58.0,mg/100g,[Ca++]
morningstar farms grillers prime,Cholesterol,1.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms grillers prime,Iron,2.8,mg/100g,[Fe]
morningstar farms grillers prime,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms grillers prime,Potassium,224.0,mg/100g,[K+]
morningstar farms grillers prime,Retinol,0.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms grillers prime,Riboflavine,0.2,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms grillers prime,Sodium,501.0,mg/100g,[Na]
morningstar farms grillers prime,Sugars,300.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms grillers prime,Thiamine,0.3,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms grillers prime,Zinc,1.2,mg/100g,[Zn]
morningstar farms grillers quarter pound veggie burger,Calcium,79.0,mg/100g,[Ca++]
morningstar farms grillers quarter pound veggie burger,Cholesterol,1.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms grillers quarter pound veggie burger,Cyanocobalamin,0.0077,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms grillers quarter pound veggie burger,Folic acid,0.002,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
morningstar farms grillers quarter pound veggie burger,Iron,4.9,mg/100g,[Fe]
morningstar farms grillers quarter pound veggie burger,L-Ascorbic acid,28.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms grillers quarter pound veggie burger,Nicotinic acid,10.8,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms grillers quarter pound veggie burger,Phosphorus,124.0,mg/100g,P
morningstar farms grillers quarter pound veggie burger,Potassium,235.0,mg/100g,[K+]
morningstar farms grillers quarter pound veggie burger,Pyridoxine,0.78,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms grillers quarter pound veggie burger,Retinol,1.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms grillers quarter pound veggie burger,Riboflavine,0.32,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms grillers quarter pound veggie burger,Sodium,429.0,mg/100g,[Na]
morningstar farms grillers quarter pound veggie burger,Sugars,600.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms grillers quarter pound veggie burger,Thiamine,1.15,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms grillers quarter pound veggie burger,Vitamin D,0.0,IU,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C
morningstar farms grillers quarter pound veggie burger,Vitamin D3,0.0,mg/100g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
morningstar farms grillers quarter pound veggie burger,Zinc,1.1,mg/100g,[Zn]
morningstar farms grillers vegan,Calcium,37.0,mg/100g,[Ca++]
morningstar farms grillers vegan,Cholesterol,0.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms grillers vegan,Iron,2.9,mg/100g,[Fe]
morningstar farms grillers vegan,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms grillers vegan,Phosphorus,221.0,mg/100g,P
morningstar farms grillers vegan,Potassium,498.0,mg/100g,[K+]
morningstar farms grillers vegan,Retinol,0.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms grillers vegan,Riboflavine,0.1,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms grillers vegan,Sodium,395.0,mg/100g,[Na]
morningstar farms grillers vegan,Sugars,400.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms grillers vegan,Thiamine,0.0,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms grillers vegan,Zinc,0.8,mg/100g,[Zn]
morningstar farms hot and spicy veggie sausage patties,Calcium,40.0,mg/100g,[Ca++]
morningstar farms hot and spicy veggie sausage patties,Cholesterol,1.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms hot and spicy veggie sausage patties,Cyanocobalamin,0.0055,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms hot and spicy veggie sausage patties,Folic acid,0.003,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
morningstar farms hot and spicy veggie sausage patties,Iron,3.8,mg/100g,[Fe]
morningstar farms hot and spicy veggie sausage patties,L-Ascorbic acid,3.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms hot and spicy veggie sausage patties,Nicotinic acid,5.3,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms hot and spicy veggie sausage patties,Phosphorus,232.0,mg/100g,P
morningstar farms hot and spicy veggie sausage patties,Potassium,297.0,mg/100g,[K+]
morningstar farms hot and spicy veggie sausage patties,Pyridoxine,0.5,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
morningstar farms hot and spicy veggie sausage patties,Retinol,171.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
morningstar farms hot and spicy veggie sausage patties,Riboflavine,0.27,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
morningstar farms hot and spicy veggie sausage patties,Sodium,551.0,mg/100g,[Na]
morningstar farms hot and spicy veggie sausage patties,Sugars,200.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
morningstar farms hot and spicy veggie sausage patties,Thiamine,0.79,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
morningstar farms hot and spicy veggie sausage patties,Zinc,0.9,mg/100g,[Zn]
morningstar farms italian herb chik patties,Calcium,50.0,mg/100g,[Ca++]
morningstar farms italian herb chik patties,Cholesterol,0.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
morningstar farms italian herb chik patties,Cyanocobalamin,0.0021,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
morningstar farms italian herb chik patties,Folic acid,0.013000000000000001,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
morningstar farms italian herb chik patties,Iron,3.8,mg/100g,[Fe]
morningstar farms italian herb chik patties,L-Ascorbic acid,0.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
morningstar farms italian herb chik patties,Nicotinic acid,5.6,mg/100g,OC(=O)C1=CN=CC=C1
morningstar farms italian herb chik patties,Phosphorus,140.0,mg/100g,P
morningstar farms italian herb chik patties,Potassium,483.0,mg/100g,[K+]
morningstar farms italian herb chik patties,Pyridoxine,0.3,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
